"","state_name","county_name","year","feature","unit","value","citation","comment"
"431","Indiana","Montgomery",2022,"Property Line","Meter","804.67","Montgomery County Zoning Ordinance",NA
"432","Indiana","Montgomery",2022,"Height","Meter","182.88","Montgomery County Zoning Ordinance",NA
"433","Indiana","Montgomery",2022,"Road","Meter","804.67","Montgomery County Zoning Ordinance",NA
"434","Indiana","Montgomery",2022,"Railroad","Meter","804.67","Montgomery County Zoning Ordinance",NA
"435","Indiana","Montgomery",2022,"Shadow Flicker","Hrs/Year","0","Montgomery County Zoning Ordinance",NA
"436","Indiana","Montgomery",2022,"Transmission","Meter","804.67","Montgomery County Zoning Ordinance",NA
"437","Indiana","Newton",2022,"Transmission","Max tip-height Multiplier","1.1000000000000001","Newton County Zoning Ordinance",NA
"438","Indiana","Newton",2022,"Road","Max tip-height Multiplier","1.1000000000000001","Newton County Zoning Ordinance",NA
"439","Indiana","Newton",2022,"Property Line","Max tip-height Multiplier","1.1000000000000001","Newton County Zoning Ordinance",NA
"440","Indiana","Newton",2022,"Structure","Meter","304.8","Newton County Zoning Ordinance",NA
"441","Indiana","Porter",2022,"Height","Meter","152.4","Porter County Zoning Ordinance Chap. 5",NA
"442","Indiana","Porter",2022,"Density","Max tip-height Multiplier","2","Porter County Zoning Ordinance Chap. 5",NA
"443","Indiana","Porter",2022,"Property Line","Max tip-height Multiplier","1.1000000000000001","Porter County Zoning Ordinance Chap. 5",NA
"444","Indiana","Porter",2022,"Road","Max tip-height Multiplier","1","Porter County Zoning Ordinance Chap. 5",NA
"445","Indiana","Posey",2022,"Sound","dBA","45","Posey County Zoning Ordinance Sec. 153.136.02.",NA
"446","Indiana","Posey",2022,"Shadow Flicker","Hrs/Year","0","Posey County Zoning Ordinance Sec. 153.136.02.",NA
"447","Indiana","Posey",2022,"Property Line","Max tip-height Multiplier","2.5","Posey County Zoning Ordinance Sec. 153.136.02.",NA
"448","Indiana","Posey",2022,"Structure","Max tip-height Multiplier","1.5","Posey County Zoning Ordinance Sec. 153.136.02.",NA
"449","Indiana","Posey",2022,"Road","Max tip-height Multiplier","1.5","Posey County Zoning Ordinance Sec. 153.136.02.",NA
"450","Indiana","Posey",2022,"Transmission","Max tip-height Multiplier","1.5","Posey County Zoning Ordinance Sec. 153.136.02.",NA
"451","Indiana","Randolph",2022,"Property Line","Max tip-height Multiplier","1.1000000000000001","Randolph County Wind Ordinance Article XVI",NA
"452","Indiana","Randolph",2018,"Structure","Meter","305","Randolph County Wind Ordinance Article XVI",NA
"453","Indiana","Randolph",2018,"Sound","dBA","60","Randolph County Wind Ordinance Article XVI",NA
"454","Indiana","Randolph",2018,"Transmission","Max tip-height Multiplier","1.1000000000000001","Randolph County Wind Ordinance Article XVI",NA
"455","Indiana","Randolph",2018,"Road","Max tip-height Multiplier","1.1000000000000001","Randolph County Wind Ordinance Article XVI",NA
"456","Indiana","Rush",2018,"Structure","Meter","305","Rush County Zoning Ords. § 6.4.7",NA
"457","Indiana","Rush",2018,"Road","Max tip-height Multiplier","1.1000000000000001","Rush County Zoning Ords. § 6.4.7",NA
"458","Indiana","Rush",2022,"Height","Meter","60.96","Rush County Zoning Ords. § 6.4.7",NA
"459","Indiana","Rush",2022,"Property Line","Meter","804.67","Rush County Zoning Ords. § 6.4.7",NA
"460","Indiana","Rush",2022,"Shadow Flicker","Hrs/Year","0","Rush County Zoning Ordinance WECS rewrite",NA
"461","Indiana","Rush",2022,"Sound","dBA","32","Rush County Zoning Ordinance WECS rewrite",NA
"462","Indiana","Starke",2022,"Property Line","Max tip-height Multiplier","1.1000000000000001","Starke County Zoning Ordinance 6-13-1 Wind Energy Conversion Systems Site Regulations",NA
"463","Indiana","Starke",2022,"Structure","Meter","304.8","Starke County Zoning Ordinance 6-13-1 Wind Energy Conversion Systems Site Regulations",NA
"464","Indiana","Starke",2022,"Road","Max tip-height Multiplier","1.1000000000000001","Starke County Zoning Ordinance 6-13-1 Wind Energy Conversion Systems Site Regulations",NA
"465","Indiana","Starke",2022,"Transmission","Max tip-height Multiplier","1.1000000000000001","Starke County Zoning Ordinance 6-13-1 Wind Energy Conversion Systems Site Regulations",NA
"466","Indiana","Steuben",2018,"Structure","Max tip-height Multiplier","3","Steuben County Zoning Ordinance Chapt. 09A",NA
"467","Indiana","Steuben",2018,"Transmission","Max tip-height Multiplier","1.1000000000000001","Steuben County Zoning Ordinance Chapt. 09A",NA
"468","Indiana","Steuben",2018,"River","Max tip-height Multiplier","1.1000000000000001","Steuben County Zoning Ordinance Chapt. 09A",NA
"469","Indiana","Steuben",2022,"Property Line","Max tip-height Multiplier","2.5","Steuben County Zoning Ordinance Chapt. 09A",NA
"470","Indiana","Steuben",2022,"Density","Max tip-height Multiplier","1.1000000000000001","Steuben County Zoning Ordinance Chapt. 09A",NA
"471","Indiana","Tippecanoe",2018,"River","Meter","805","Tippecanoe County Zoning Ord. § 4-11-11",NA
"472","Indiana","Tippecanoe",2018,"Structure","Meter","305","Tippecanoe County Zoning Ord. § 4-11-11",NA
"473","Indiana","Tippecanoe",2018,"Sound","dBA","55","Tippecanoe County Zoning Ord. § 4-11-11",NA
"474","Indiana","Tippecanoe",2018,"Road","Max tip-height Multiplier","1.1000000000000001","Tippecanoe County Zoning Ord. § 4-11-11",NA
"475","Indiana","Tippecanoe",2018,"Transmission","Max tip-height Multiplier","1.1000000000000001","Tippecanoe County Zoning Ord. § 4-11-11",NA
"476","Indiana","Tipton",2018,"Structure","Meter","804.67","Tipton County Zoning Ordinance Art 5.",NA
"477","Indiana","Tipton",2018,"Road","Max tip-height Multiplier","1.1000000000000001","Tipton County Zoning Ordinance Art 5.",NA
"478","Indiana","Tipton",2018,"Railroad","Max tip-height Multiplier","1.1000000000000001","Tipton County Zoning Ordinance Art 5.",NA
"479","Indiana","Tipton",2018,"Transmission","Max tip-height Multiplier","1.1000000000000001","Tipton County Zoning Ordinance Art 5.",NA
"480","Indiana","Tipton",2022,"Property Line","Meter","457.2","Tipton County Zoning Ordinance Art 5.",NA
"481","Indiana","Vermillion",2022,"Sound","dBA","32","Vermillion County Wind Energy Ordinance",NA
"482","Indiana","Vermillion",2022,"Property Line","Meter","3218.69","Vermillion County Wind Energy Ordinance",NA
"483","Indiana","Vermillion",2022,"Road","Meter","3218.69","Vermillion County Wind Energy Ordinance",NA
"484","Indiana","Vermillion",2022,"Transmission","Meter","3218.69","Vermillion County Wind Energy Ordinance",NA
"485","Indiana","Wabash",2022,"Sound","dBA","32","Wabash County Ordinance # 2017-85-9.",NA
"486","Indiana","Wabash",2022,"Shadow Flicker","Hrs/Year","0","Wabash County Ordinance # 2017-85-9.",NA
"487","Indiana","Wabash",2022,"Structure","Meter","1207.01","Wabash County Ordinance # 2017-85-9.",NA
"488","Indiana","Wabash",2022,"Road","Meter","304.8","Wabash County Ordinance # 2017-85-9.",NA
"489","Indiana","Wabash",2022,"Property Line","Meter","304.8","Wabash County Ordinance # 2017-85-9.",NA
"490","Indiana","Warren",2022,"Property Line","Meter","228.6","Warren County Zoning Ordinance WECS Siting Regulations",NA
"491","Indiana","Warren",2022,"Structure","Meter","381","Warren County Zoning Ordinance WECS Siting Regulations",NA
"492","Indiana","Warren",2022,"Road","Meter","381","Warren County Zoning Ordinance WECS Siting Regulations",NA
"493","Indiana","Warren",2022,"Railroad","Max tip-height Multiplier","1.1000000000000001","Warren County Zoning Ordinance WECS Siting Regulations",NA
"494","Indiana","Warren",2022,"Pine Creek","Meter","804.67","Warren County Zoning Ordinance WECS Siting Regulations",NA
"495","Indiana","Warren",2022,"River","Meter","804.67","Warren County Zoning Ordinance WECS Siting Regulations",NA
"496","Indiana","Warren",2022,"Sound","dBA","60","Warren County Zoning Ordinance WECS Siting Regulations",NA
"497","Indiana","White",2018,"River","Meter","805","White County Zoning Ordinance Sec 7.5.",NA
"498","Indiana","White",2018,"Structure","Meter","305","White County Zoning Ordinance Sec 7.5.",NA
"499","Indiana","White",2018,"Road","Max tip-height Multiplier","1.1000000000000001","White County Zoning Ordinance Sec 7.5.",NA
"500","Indiana","White",2022,"Property Line","Max tip-height Multiplier","1.1000000000000001","White County Zoning Ordinance Sec 7.5.",NA
"501","Indiana","White",2022,"Railroad","Max tip-height Multiplier","1.1000000000000001","White County Zoning Ordinance Sec 7.5.",NA
"502","Indiana","White",2022,"Sound","dBA","60","White County Zoning Ordinance Sec 7.5.",NA
"503","Indiana","White",2022,"Transmission","Max tip-height Multiplier","1.1000000000000001","White County Zoning Ordinance Sec 7.5.",NA
"504","Indiana","Whitley",2022,"Road","Max tip-height Multiplier","1.1000000000000001","Whitley County Zoning Ordinance WECS: 5.20.",NA
"505","Indiana","Whitley",2022,"Transmission","Max tip-height Multiplier","1.1000000000000001","Whitley County Zoning Ordinance WECS: 5.20.",NA
"506","Indiana","Whitley",2022,"Structure","Max tip-height Multiplier","6.5","Whitley County Zoning Ordinance WECS: 5.20.",NA
"507","Indiana","Whitley",2022,"Property Line","Max tip-height Multiplier","1.1000000000000001","Whitley County Zoning Ordinance WECS: 5.20.",NA
"508","Indiana","Whitley",2022,"Density","Max tip-height Multiplier","1.1000000000000001","Whitley County Zoning Ordinance WECS: 5.20.",NA
"509","Iowa","Adair",2021,"Total Installation","Total Turbine Cap","535","Adair County Ord. 31B § 13(b)","Adair County caps the allowable number of turbines in the county at 535 (effective ban)"
"510","Iowa","Adair",2021,"Property Line","Meter","243.84","Adair County Ord. 31A","800' to property line"
"511","Iowa","Adair",2021,"Structure","Meter","609.6","Adair County Ord. 31A","2000' setback"
"512","Iowa","Adams",2021,"Structure","Meter","365.76","Adams County Ord. 21.7(F)",NA
"513","Iowa","Adams",2021,"Property Line","Max tip-height Multiplier","1","Adams County Ord. 21.7(F)",NA
"514","Iowa","Appanoose",2021,"Structure","Max tip-height Multiplier","2","Appanoose County 11.1(D)(2)","Greater of 2x max tip height or 1000 feet"
"515","Iowa","Appanoose",2021,"Sound","dBA","60","Appanoose County 11.1(D)(2)",NA
"516","Iowa","Appanoose",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Appanoose County 11.1(D)(2)",NA
"517","Iowa","Appanoose",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Appanoose County 11.1(D)(2)",NA
"518","Iowa","Appanoose",2021,"Railroad","Max tip-height Multiplier","1.1000000000000001","Appanoose County 11.1(D)(2)",NA
"519","Iowa","Audubon",2021,"Structure","Meter","305","Audubon County Zoning Ord. § 22.11","1000' setback to occupied dwelling"
"520","Iowa","Audubon",2021,"Road","Max tip-height Multiplier","1","Audubon County Zoning Ord. § 22.11",NA
"521","Iowa","Audubon",2021,"Property Line","Max tip-height Multiplier","1","Audubon County Zoning Ord. § 22.11",NA
"522","Iowa","Black Hawk",2021,"Property Line","Max tip-height Multiplier","1.5","Black Hawk County Code § 18.70.240(G)",NA
"523","Iowa","Black Hawk",2021,"Density","Max tip-height Multiplier","1.5","Black Hawk County Code § 18.70.240(G)",NA
"524","Iowa","Black Hawk",2021,"Sound","dBA","60","Black Hawk County Code § 18.70.240(I)",NA
"525","Iowa","Boone",2021,"Property Line","Max tip-height Multiplier","1.25","Boone County Code § 8.04.5",NA
"526","Iowa","Boone",2018,"Sound","dBA","50","Boone County Code § 8.04.5",NA
"527","Iowa","Boone",2018,"Road","Max tip-height Multiplier","1","Boone County Code § 8.04.5",NA
"528","Iowa","Boone",2018,"Structure","Max tip-height Multiplier","1","Boone County Code § 8.04.5",NA
"529","Iowa","Buchanan",2021,"Property Line","Max tip-height Multiplier","1.25","Buchanan County Zoning Ord. § 7(X)(E)",NA
"530","Iowa","Buchanan",2021,"Structure","Meter","365.76","Buchanan County Zoning Ord. § 7(X)(E)","1200' setback to offsite residences"
"531","Iowa","Buchanan",2021,"Sound","dBA","60","Buchanan County Zoning Ord. § 7(X)(G)",NA
"532","Iowa","Buchanan",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Buchanan County Zoning Ord. § 7(X)(E)",NA
"533","Iowa","Buchanan",2021,"Railroad","Max tip-height Multiplier","1.1000000000000001","Buchanan County Zoning Ord. § 7(X)(E)",NA
"534","Iowa","Buchanan",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Buchanan County Zoning Ord. § 7(X)(E)",NA
"535","Iowa","Butler",2021,"Property Line","Max tip-height Multiplier","1.1499999999999999","Butler County Ord. § 6.11(B)",NA
"536","Iowa","Butler",2021,"Transmission","Max tip-height Multiplier","1.1499999999999999","Butler County Ord. § 6.11(B)",NA
"537","Iowa","Butler",2021,"Road","Max tip-height Multiplier","1.1499999999999999","Butler County Ord. § 6.11(B)",NA
"538","Iowa","Carroll",2021,"Property Line","Rotor-diameter Multiplier","1","Carroll County Zoning Ord. § 14.15.040.13",NA
"539","Iowa","Carroll",2021,"Structure","Meter","365.76","Carroll County Zoning Ord. § 14.15.040.13",NA
"540","Iowa","Carroll",2021,"Road","Max tip-height Multiplier","1","Carroll County Zoning Ord. § 14.15.040.13",NA
"541","Iowa","Cass",2021,"Structure","Max tip-height Multiplier","365.76","Cass County Code § 3.1.4.4","1200' setback to dwellings"
"542","Iowa","Cass",2021,"Property Line","Max tip-height Multiplier","1","Cass County Code § 3.1.4.4",NA
"543","Iowa","Cass",2021,"Transmission","Max tip-height Multiplier","1","Cass County Code § 3.1.4.4",NA
"544","Iowa","Cedar",2021,"Structure","Max tip-height Multiplier","3","Cedar County Ord. 47 § 6(12)","Greater of 3x max tip height or 1000'"
"545","Iowa","Cedar",2021,"Sound","dBA","50","Cedar County Ord. 47 § 6(13)",NA
"546","Iowa","Cedar",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Cedar County Ord. 47 § 6(12)",NA
"547","Iowa","Cedar",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Cedar County Ord. 47 § 6(12)",NA
"548","Iowa","Cedar",2021,"Railroad","Max tip-height Multiplier","1.1000000000000001","Cedar County Ord. 47 § 6(12)",NA
"549","Iowa","Cedar",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Cedar County Ord. 47 § 6(12)",NA
"550","Iowa","Cherokee",2018,"Structure","Meter","381","Cherokee County Ord. 2017-01 § 4",NA
"551","Iowa","Cherokee",2018,"Sound","dBA","50","Cherokee County Ord. 2017-01 § 4",NA
"552","Iowa","Cherokee",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Cherokee County Ord. 2017-01 § 4",NA
"553","Iowa","Cherokee",2018,"Transmission","Max tip-height Multiplier","1.1000000000000001","Cherokee County Ord. 2017-01 § 4",NA
"554","Iowa","Chickasaw",2021,"Structure","Meter","365.76","Chickasaw County Ord. 6-6 § 7",NA
"555","Iowa","Chickasaw",2021,"Sound","dBA","55","Chickasaw County Ord. 6-6 § 7",NA
"556","Iowa","Chickasaw",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Chickasaw County Ord. 6-6 § 7",NA
"557","Iowa","Chickasaw",2021,"Railroad","Max tip-height Multiplier","1.1000000000000001","Chickasaw County Ord. 6-6 § 7",NA
"558","Iowa","Chickasaw",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Chickasaw County Ord. 6-6 § 7",NA
"559","Iowa","Chickasaw",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Chickasaw County Ord. 6-6 § 7",NA
"560","Iowa","Clarke",2021,"Property Line","Max tip-height Multiplier","1.25","Clarke County Zoning Ord. 31-6-26-2017 § 23.1",NA
"561","Iowa","Clarke",2021,"Structure","Meter","365.76","Clarke County Zoning Ord. 31-6-26-2017 § 23.1",NA
"562","Iowa","Clarke",2021,"Sound","dBA","60","Clarke County Zoning Ord. 31-6-26-2017 § 24.6",NA
"563","Iowa","Clarke",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Clarke County Zoning Ord. 31-6-26-2017 § 23.1",NA
"564","Iowa","Clarke",2021,"Railroad","Max tip-height Multiplier","1.1000000000000001","Clarke County Zoning Ord. 31-6-26-2017 § 23.1",NA
"565","Iowa","Clarke",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Clarke County Zoning Ord. 31-6-26-2017 § 23.1",NA
"566","Iowa","Clay",2021,"Structure","Max tip-height Multiplier","365.76","Clay County Code § 17.7.2","1200' setback to residences"
"567","Iowa","Clay",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Clay County Code § 17.7.2",NA
"568","Iowa","Clay",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Clay County Code § 17.7.2",NA
"569","Iowa","Clayton",2021,"Structure","Max tip-height Multiplier","365.76","Clayton County Ord. 3-2020 § 4",NA
"570","Iowa","Clayton",2021,"Property Line","Max tip-height Multiplier","1.25","Clayton County Ord. 3-2020 § 4",NA
"571","Iowa","Clayton",2021,"Sound","dBA","60","Clayton County Ord. 3-2020 § 6",NA
"572","Iowa","Clayton",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Clayton County Ord. 3-2020 § 4",NA
"573","Iowa","Clayton",2021,"Railroad","Max tip-height Multiplier","1.1000000000000001","Clayton County Ord. 3-2020 § 4",NA
"574","Iowa","Clayton",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Clayton County Ord. 3-2020 § 4",NA
"575","Iowa","Clinton",2021,"Structure","Max tip-height Multiplier","2","Clinton County Code § 4.2.16(A)(11)","Greater of 2x max tip height or 1000'"
"576","Iowa","Clinton",2021,"Sound","dBA","60","Clinton County Code § 4.2.16(A)(12)",NA
"577","Iowa","Clinton",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Clinton County Code § 4.2.16(A)(11)",NA
"578","Iowa","Clinton",2021,"Railroad","Max tip-height Multiplier","1.1000000000000001","Clinton County Code § 4.2.16(A)(11)",NA
"579","Iowa","Clinton",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Clinton County Code § 4.2.16(A)(11)",NA
"580","Iowa","Dallas",2021,"Road","Max tip-height Multiplier","2","Dallas County Zoning Ord. § 45.39.10",NA
"581","Iowa","Dallas",2021,"Transmission","Max tip-height Multiplier","2","Dallas County Zoning Ord. § 45.39.10",NA
"582","Iowa","Dallas",2021,"Railroad","Max tip-height Multiplier","2","Dallas County Zoning Ord. § 45.39.10",NA
"583","Iowa","Dallas",2021,"Structure","Meter","804.67","Dallas County Zoning Ord. § 45.39.10",NA
"584","Iowa","Dallas",2021,"Property Line","Meter","804.67","Dallas County Zoning Ord. § 45.39.10","1/2 mile setback unless easement is obtained from neighboring property"
"585","Iowa","Dallas",2021,"Sound","dBA","30","Dallas County Zoning Ord. § 45.39.11",NA
"586","Iowa","Delaware",2018,"Structure","Max tip-height Multiplier","2","Dallas County Zoning Ord. § 45.39.10",NA
"587","Iowa","Delaware",2021,"Density","Acre","1","Delaware County Ord. 32 § 4","1 tower per acre"
"588","Iowa","Delaware",2018,"Sound","dBA","55","Delaware County Ord. 32 § 4",NA
"589","Iowa","Delaware",2021,"Railroad","Max tip-height Multiplier","1.1000000000000001","Delaware County Ord. 32 § 4",NA
"590","Iowa","Delaware",2018,"Transmission","Max tip-height Multiplier","1.1000000000000001","Delaware County Ord. 32 § 4",NA
"591","Iowa","Dickinson",2021,"Structure","Max tip-height Multiplier","2","Dickinson County Code § 21.5(D)","Greater of 2x max tip height or 1200'"
"592","Iowa","Dickinson",2021,"River","Meter","201","Dickinson County Code § 21.5(D)","660' setback to ""public waters"""
"593","Iowa","Dickinson",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Dickinson County Code § 21.5(D)",NA
"594","Iowa","Dickinson",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Dickinson County Code § 21.5(D)",NA
"595","Iowa","Dubuque",2021,"Property Line","Max tip-height Multiplier","1","Dubuque County Zoning Ord. § 1-18.3(e)",NA
"596","Iowa","Emmet",2021,"Structure","Meter","381","Emmet County Ord. 6-3A § 4",NA
"597","Iowa","Emmet",2021,"Sound","dBA","50","Emmet County Ord. 6-3A § 4",NA
"598","Iowa","Emmet",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Emmet County Ord. 6-3A § 4",NA
"599","Iowa","Emmet",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Emmet County Ord. 6-3A § 4",NA
"600","Iowa","Floyd",2021,"Property Line","Max tip-height Multiplier","1.1499999999999999","Floyd County Zoning Ord. 2011-2 § 7(X)",NA
"601","Iowa","Floyd",2021,"Road","Max tip-height Multiplier","1.1499999999999999","Floyd County Zoning Ord. 2011-2 § 7(X)",NA
"602","Iowa","Floyd",2021,"Transmission","Max tip-height Multiplier","1.1499999999999999","Floyd County Zoning Ord. 2011-2 § 7(X)",NA
"603","Iowa","Fremont",2021,"Total Installation","Total Turbine Cap","150","Fremont County Ord. 2020-1 § 5(E)","Fremont County caps the number of turbines allowed at 150"
"604","Iowa","Fremont",2021,"Height","Meter","198.12","Fremont County Ord. 2020-1 § 5",NA
"605","Iowa","Fremont",2021,"Sound","dBA","50","Fremont County Ord. 2020-1 § 5",NA
"606","Iowa","Fremont",2021,"Structure","Meter","487.68","Fremont County Ord. 2020-1 § 5","1600' setback"
"607","Iowa","Fremont",2021,"Lake","Meter","457.2","Fremont County Ord. 2020-1 § 5","1500' setback to public lakes"
"608","Iowa","Fremont",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Fremont County Ord. 2020-1 § 5",NA
"609","Iowa","Fremont",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Fremont County Ord. 2020-1 § 5",NA
"610","Iowa","Fremont",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Fremont County Ord. 2020-1 § 5",NA
"611","Iowa","Fremont",2021,"Oil & Gas Pipeline","Max tip-height Multiplier","1.1000000000000001","Fremont County Ord. 2020-1 § 5",NA
"612","Iowa","Fremont",2021,"River","Meter","4828.0320000000002","Fremont County Ord. 2020-1 § 5","15,840' setback from the Missouri River"
"613","Iowa","Fremont",2021,"Significant Ridgeline","Meter","4828.0320000000002","Fremont County Ord. 2020-1 § 5","15,840' setback from the Loess Hills"
"614","Iowa","Greene",2018,"Structure","Meter","305","Greene County Zoning Ord. § 17(4)",NA
"615","Iowa","Greene",2018,"Road","Max tip-height Multiplier","1","Greene County Zoning Ord. § 17(4)",NA
"616","Iowa","Grundy",2021,"Property Line","Max tip-height Multiplier","1.25","Grundy County Ord. 2009-5 § 7(V)",NA
"617","Iowa","Grundy",2021,"Structure","Meter","365.75","Grundy County Ord. 2009-5 § 7(V)",NA
"618","Iowa","Grundy",2021,"Sound","dBA","60","Grundy County Ord. 2009-5 § 7(V)",NA
"619","Iowa","Grundy",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Grundy County Ord. 2009-5 § 7(V)",NA
"620","Iowa","Grundy",2021,"Railroad","Max tip-height Multiplier","1.1000000000000001","Grundy County Ord. 2009-5 § 7(V)",NA
"621","Iowa","Grundy",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Grundy County Ord. 2009-5 § 7(V)",NA
"622","Iowa","Guthrie",2021,"Height","Meter","152","Guthrie County Zoning Ord. § 8.004.225",NA
"623","Iowa","Guthrie",2021,"Structure","Meter","305","Guthrie County Zoning Ord. § 8.004.225",NA
"624","Iowa","Guthrie",2021,"Property Line","Max tip-height Multiplier","1","Guthrie County Zoning Ord. § 8.004.225",NA
"625","Iowa","Guthrie",2021,"Road","Max tip-height Multiplier","1","Guthrie County Zoning Ord. § 8.004.225",NA
"626","Iowa","Humboldt",2021,"Property Line","Meter","45.72","Humboldt County Ord. 68","150' setback"
"627","Iowa","Humboldt",2021,"Structure","Meter","305","Humboldt County Ord. 68",NA
"628","Iowa","Humboldt",2021,"Road","Rotor-diameter Multiplier","0.5","Humboldt County Ord. 68",NA
"629","Iowa","Humboldt",2021,"Sound","dBA","60","Humboldt County Ord. 68",NA
"630","Iowa","Ida",2021,"Structure","Meter","381","Ida County Ord. 27 § 31.4",NA
"631","Iowa","Ida",2021,"Sound","dBA","50","Ida County Ord. 27 § 31.4",NA
"632","Iowa","Ida",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Ida County Ord. 27 § 31.4",NA
"633","Iowa","Ida",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Ida County Ord. 27 § 31.4",NA
"634","Iowa","Ida",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Ida County Ord. 27 § 31.4",NA
"635","Iowa","Iowa",2021,"Structure","Meter","487","Iowa County Ord. 32, art. IV",NA
"636","Iowa","Iowa",2021,"Height","Meter","198.12","Iowa County Ord. 32, art. IV",NA
"637","Iowa","Iowa",2021,"Property Line","Meter","243.84","Iowa County Ord. 32, art. IV",NA
"638","Iowa","Iowa",2021,"Road","Meter","243.84","Iowa County Ord. 32, art. IV",NA
"639","Iowa","Iowa",2021,"Transmission","Meter","243.84","Iowa County Ord. 32, art. IV",NA
"640","Iowa","Iowa",2021,"Oil & Gas Pipeline","Meter","228.6","Iowa County Ord. 32, art. IV",NA
"641","Iowa","Iowa",2021,"Railroad","Meter","228.6","Iowa County Ord. 32, art. IV",NA
"642","Iowa","Iowa",2021,"River","Meter","4828.0320000000002","Iowa County Ord. 32, art. IV","15,840' setback from the Iowa River"
"643","Iowa","Jasper",2021,"Structure","Max tip-height Multiplier","2","Jasper County Ord. § 2.10.2.10.1.11","Greater of 2x Max tip height or 1000'"
"644","Iowa","Jasper",2021,"Sound","dBA","60","Jasper County Ord. § 2.10.2.10.1.12",NA
"645","Iowa","Jasper",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Jasper County Ord. § 2.10.2.10.1.11",NA
"646","Iowa","Jasper",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Jasper County Ord. § 2.10.2.10.1.11",NA
"647","Iowa","Jasper",2021,"Railroad","Max tip-height Multiplier","1.1000000000000001","Jasper County Ord. § 2.10.2.10.1.11",NA
"648","Iowa","Johnson",2021,"Structure","Meter","1000","Johnson County Dev. Ord. § 8:5.8","Greater of 1000' setback or 1.1 max tip height"
"649","Iowa","Johnson",2021,"Sound","dBA","45","Johnson County Dev. Ord. § 8:5.12",NA
"650","Iowa","Johnson",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Johnson County Dev. Ord. § 8:5.8","Greater of 1.1 Max tip height or 500'"
"651","Iowa","Johnson",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Johnson County Dev. Ord. § 8:5.8",NA
"652","Iowa","Jones",2021,"Sound","dBA","60","Jones County Zoning Ord. art. 15 § 7(N)",NA
"653","Iowa","Jones",2021,"Height","Meter","182.88","Jones County Zoning Ord. art. 15 § 7(M)",NA
"654","Iowa","Jones",2021,"Property Line","Meter","487","Jones County Zoning Ord. art. 15 § 7(M)",NA
"655","Iowa","Jones",2021,"Structure","Meter","487","Jones County Zoning Ord. art. 15 § 7(M)",NA
"656","Iowa","Jones",2021,"Road","Meter","201.68","Jones County Zoning Ord. art. 15 § 7(M)",NA
"657","Iowa","Jones",2021,"Transmission","Meter","201.68","Jones County Zoning Ord. art. 15 § 7(M)",NA
"658","Iowa","Kossuth",2021,"Property Line","Meter","182.88","Kossuth County Ord. 310-A § 3.1","Greater of 600 feet or 1.1 Max tip height"
"659","Iowa","Kossuth",2021,"Structure","Meter","487","Kossuth County Ord. 310-A § 3.1",NA
"660","Iowa","Kossuth",2021,"Road","Meter","182.88","Kossuth County Ord. 310-A § 3.1","Greater of 600 feet or 1.1 Max tip height"
"661","Iowa","Lyon",2021,"Structure","Meter","381","Lyon County Zoning Ord. § 18.8.2",NA
"662","Iowa","Lyon",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Lyon County Zoning Ord. § 18.8.2",NA
"663","Iowa","Lyon",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Lyon County Zoning Ord. § 18.8.2",NA
